date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:17	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-56851da8f0900%22	https://wascade.ma/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:18	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:20	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:20	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22466c-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.woff2	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:21	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.woff	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:21	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b15c-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.ttf	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:22	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/glyphicons-halflings-regular.svg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:23	146275/146275	---M--	200	added ('OK')	image/jpeg	etag:%2223b63-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/images/page_404.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/page_404.jpg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:23	164721/164721	---M--	200	added ('OK')	image/jpeg	etag:%2228371-568615e31ed40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/bg/img_2.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/bg/img_2.jpg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:23	115/115	---M--	200	added ('OK')	image/png	etag:%2273-568615e31ed40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/bg/img_3.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/bg/img_3.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:24	223/223	---M--	200	added ('OK')	image/png	etag:%22df-568615c0c9c40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/bg/img_4.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/bg/img_4.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:24	109/109	---M--	200	added ('OK')	image/png	etag:%226d-5686157c1fa40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/stroke.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/stroke.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:24	403556/403556	---M--	200	added ('OK')	image/jpeg	etag:%2262864-568615ce23bc0%22	https://wascade.ma/wp-content/themes/consulting/assets/images/bg/img_1.jpg	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/bg/img_1.jpg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:24	162/162	---M--	200	added ('OK')	image/png	etag:%22a2-5686159026980%22	https://wascade.ma/wp-content/themes/consulting/assets/images/stroke@2x.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/stroke@2x.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:24	93/93	---M--	200	added ('OK')	image/png	etag:%225d-5686158791540%22	https://wascade.ma/wp-content/themes/consulting/assets/images/pattern_3.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/pattern_3.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:25	249/249	---M--	200	added ('OK')	image/png	etag:%22f9-5686157c1fa40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/testimonials_before_2.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/testimonials_before_2.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:25	268/268	---M--	200	added ('OK')	image/png	etag:%2210c-5686158791540%22	https://wascade.ma/wp-content/themes/consulting/assets/images/testimonials_before.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/testimonials_before.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:25	2066/2066	---M--	200	added ('OK')	image/png	etag:%22812-568615ba1cc80%22	https://wascade.ma/wp-content/themes/consulting/assets/images/pattern_4.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/pattern_4.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:26	18545/18545	---M--	200	added ('OK')	image/gif	etag:%224871-5686158885780%22	https://wascade.ma/wp-content/themes/consulting/assets/images/preloader.gif	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/preloader.gif	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:26	155/155	---M--	200	added ('OK')	image/png	etag:%229b-56861589799c0%22	https://wascade.ma/wp-content/themes/consulting/assets/images/comment_before.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/comment_before.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:26	131/131	---M--	200	added ('OK')	image/png	etag:%2283-568615c0c9c40%22	https://wascade.ma/wp-content/themes/consulting/assets/images/video_overlay.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/images/video_overlay.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:27	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont3e6e.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:27	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfontd41d.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:27	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2212d68-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:28	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont3e6e.woff	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:28	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:28	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-56851dacc1200%22	https://wascade.ma/wp-content/plugins/js_composer/assets/vc/alert.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:28	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-56851d9f67280%22	https://wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/themes/consulting/assets/fonts/fontawesome-webfont3e6e.svg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:29	323/323	---M--	200	added ('OK')	image/png	etag:%22143-56851dacc1200%22	https://wascade.ma/wp-content/plugins/js_composer/assets/vc/info.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/vc/info.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:29	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-56851dacc1200%22	https://wascade.ma/wp-content/plugins/js_composer/assets/vc/tick.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:29	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-56851dacc1200%22	https://wascade.ma/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:30	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:30	841/841	---M--	200	added ('OK')	image/png	etag:%22349-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:30	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:30	544/544	---M--	200	added ('OK')	image/png	etag:%22220-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:31	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:31	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:31	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:32	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:32	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:32	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:32	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:34	648/648	---M--	200	added ('OK')	image/png	etag:%22288-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:35	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:37	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:37	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:38	647/647	---M--	200	added ('OK')	image/png	etag:%22287-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:38	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:39	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:39	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:39	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:40	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:40	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:40	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:41	659/659	---M--	200	added ('OK')	image/png	etag:%22293-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:41	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:41	706/706	---M--	200	added ('OK')	image/png	etag:%222c2-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:42	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/control.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:42	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:42	792/792	---M--	200	added ('OK')	image/png	etag:%22318-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:42	505/505	---M--	200	added ('OK')	image/png	etag:%221f9-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:43	756/756	---M--	200	added ('OK')	image/png	etag:%222f4-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:43	657/657	---M--	200	added ('OK')	image/png	etag:%22291-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/icons/video.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:43	7112/7112	---M--	200	added ('OK')	application/x-font-ttf	etag:%221bc8-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.ttf?i5rhx5	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons01aa.ttf	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:44	7188/7188	---M--	200	added ('OK')	application/font-woff	etag:%221c14-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.woff?i5rhx5	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons01aa.woff	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:44	23670/23670	---M--	200	added ('OK')	image/svg+xml	etag:%225c76-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons.svg?i5rhx5	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_icons_v2/fonts/vcpb-plugin-icons01aa.svg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:45	223/223	---M--	200	added ('OK')	image/png	etag:%22df-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:45	168/168	---M--	200	added ('OK')	image/png	etag:%22a8-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:45	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/flickr.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/flickr.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:46	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:46	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:46	5924/5924	---M--	200	added ('OK')	application/font-woff	etag:%221724-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:46	5848/5848	---M--	200	added ('OK')	application/x-font-ttf	etag:%2216d8-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:46	13215/13215	---M--	200	added ('OK')	image/svg+xml	etag:%22339f-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:47	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-56851dabccfc0%22	https://wascade.ma/wp-content/plugins/js_composer/assets/images/spinner.gif	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/images/spinner.gif	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:48	265/265	---M--	200	added ('OK')	image/png	etag:%22109-56851dacc1200%22	https://wascade.ma/wp-content/plugins/js_composer/assets/vc/remove.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/js_composer/assets/vc/remove.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:48	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:14:46%20GMT	https://wascade.ma/wp-content/plugins/wp-client-logo-carousel/img/grabbing.png	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/wp-client-logo-carousel/img/grabbing.png	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:49	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:14:47%20GMT	https://wascade.ma/wp-content/plugins/wp-client-logo-carousel/img/AjaxLoader.gif	C:/My%20Web%20Sites/wascade/wascade.ma/wp-content/plugins/wp-client-logo-carousel/img/AjaxLoader.gif	(from https://wascade.ma/wp-content/cache/minify/0381e.css)
23:14:51	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:14:48%20GMT	https://wascade.ma/TweenLite.js	C:/My%20Web%20Sites/wascade/wascade.ma/TweenLite.js	(from https://wascade.ma/wp-content/cache/minify/eff97.js)
23:14:52	9440/9440	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Nov%202020%2022:14:50%20GMT	https://wascade.ma/Version/	C:/My%20Web%20Sites/wascade/wascade.ma/Version/index.html	(from https://wascade.ma/wp-content/cache/minify/eff97.js)
